Instrumento;Link Externo;UF;Municipio;CNPJ;Nome Proponente;Modalidade;Emenda;Objeto;Situacao;Natureza Juridica;Inicio Vigencia;Fim Vigencia; Valor Global ;Valor Empenhado; Valor Liberado ;Valor de Contrapartida; Total em Movimentacoes Financeiras ; Saldo em conta ; Vl Devolvido ;PC Informatizada;Relatorios de Execucao;Acao de Monitoramnto;Percental  Exec;Parecer Financeiro;Grau de Prioridade;Acao de Analise de PC;Data Limite para Apresentar PC;Data de Envio da  PC;Dias de Atraso Envio da PC;Status de Execucao;Analise de Equipamentos;Percentual de Evolucao da Analise;Parecer Tec -Merito;Pareceres Incluidos na Plataforma;Execucao  Financeira Concedente  e Convenente;Devolucao de Saldo p Uniao;Resto a Pagar ;Tecnico / Analista;Processo SEI;Nota de Risco;Limite Toler  Risco;Faixa de Risco;Data de Vinculo Fiscal ;Dias apos Envio da PC;ANOTACOES OBS;Ano;Ingresso de $; ALERTA de Execucao Financeira ; ALERTA Sem Desembolso ; ALERTA Sem Pgt + 150 Dias ; Acordao  TCU1203 ; GRAU DE PRIORIDADE ;
876047;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1374663&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Administração Pública Municipal;31/12/2018;01/04/2025; 507.750,61 ; 500.000,00 ; 446.371,00 ; 7.750,61 ; 798.200,00 ; -   ; 8.147,76 ;NÃO;PENDENTE;COBRAR RELATÓRIOS;81,4814814814815%;PENDENTE;4ª Prioridade;COBRAR PRESTAÇÃO DE CONTAS;31/05/2025;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 83,85%   |  Convenente: 100,00%;RECOLHIDO;SEM IFORMAÇÃO;BARTOLOMEU;25000153670201896;-;;;31/12/2027;-; ;2018;10.710,89;Negativo;-;-;NÃO;4ª Prioridade;*
877969;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1372768&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Administração Pública Municipal;31/12/2018;31/07/2025; 409.849,61 ; 399.000,00 ; 399.000,00 ; 10.849,61 ; 708.851,49 ; -   ; 96.861,80 ;NÃO;PENDENTE;COBRAR RELATÓRIOS;81,4814814814815%;PENDENTE;Indefinida;COBRAR PRESTAÇÃO DE CONTAS;20/12/2024;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 94,53%;RECOLHIDO;SEM IFORMAÇÃO;Fiscal Não Identificado;596612018;-;;;Sem Vínculo;-; ;2018;10.849,61;Negativo;-;-;NÃO;INDEFINIDO;*
878484;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1382920&Usr=guest&Pwd=guest;PB;SUMÉ;02471378000107;CONSORCIO INTERMUNICIPAL DE SAUDE DO CARIRI OCIDENTAL;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas enviada para Análise;Administração Pública Municipal;31/12/2018;30/09/2025; 1.043.089,00 ; 899.928,00 ; 754.555,00 ; 143.161,00 ; 337.376,44 ; -   ; 138.152,28 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/11/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 63,74%   |  Convenente: 75,44%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000224492201895;-;;;06/10/2023;249; ;2018;43.645,00;Negativo;-;-;NÃO;INDEFINIDO;46239
878547;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1382947&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;31/12/2018;01/04/2026; 749.832,00 ; 749.832,00 ; 749.832,00 ; -   ; 286.815,08 ; -   ; 9.723,81 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;02/04/2026;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 98,61%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;650022018;-;;;Sem Vínculo;-; ;2018;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
881921;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1406754&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;19/12/2019;09/08/2023; 702.070,00 ; -   ; 446.209,00 ; 2.070,00 ; 251.053,85 ; -   ; 9.201,63 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/11/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;652112018;-;;;26/08/2022;249; ;2018;1.028,77;Negativo;-;-;NÃO;INDEFINIDO;46239
882048;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1407107&Usr=guest&Pwd=guest;PB;OLHO D'ÁGUA;11471451000123;FUNDO MUNICIPAL DE SAUDE;CONTRATO DE REPASSE;SIM;AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;26/12/2019;26/06/2027; 290.870,87 ; 250.000,00 ; 250.000,00 ; 40.870,87 ; 373.775,37 ; -   ; 99.429,43 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;25/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 81,97%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;653722018;-;;;Sem Vínculo;-; ;2018;40.870,87;Acima de 90 até 180 dias;Acima de 365 dias;Não;NÃO;INDEFINIDO;*
882141;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1408072&Usr=guest&Pwd=guest;PB;SÃO MAMEDE;04223191000101;FUNDO MUN.DE SAUDE DE SAO MAMEDE-PB;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE CENTRO DE ESPECIALIDADES ODONTOLÓGICAS;Prestação de Contas Concluída;Organização da Sociedade Civil;20/12/2019;28/07/2027; 251.053,85 ; 250.000,00 ; 250.000,00 ; 1.053,85 ; 1.442.725,27 ; -   ; 77.880,91 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;26/09/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 96,61%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;653962018;-;;;Sem Vínculo;-; ;2018;1.053,85;Até 90 dias;Até 90 dias;Não;NÃO;INDEFINIDO;*
882364;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1408885&Usr=guest&Pwd=guest;PB;SÃO MAMEDE;04223191000101;FUNDO MUN.DE SAUDE DE SAO MAMEDE-PB;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;20/12/2019;20/12/2024; 456.000,00 ; 456.000,00 ; 456.000,00 ; -   ; 180.005,00 ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;31/12/2024;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 60,37%   |  Convenente: 99,23%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000099528201977;-;;;Sem Vínculo;-; ;2018;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
882375;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1408901&Usr=guest&Pwd=guest;PB;SÃO MAMEDE;08922684000190;ASSOCIACAO DE PROT A MATERNIDADE E A INFANCIA S MAMEDE;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;26/12/2019;31/08/2026; 1.144.660,03 ; 874.000,00 ; 874.000,00 ; 270.660,03 ; 224.729,18 ; 251.263,54 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/10/2026;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 56,20%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;0465392019;-;;;Sem Vínculo;-; ;2018;619.338,46;Até 90 dias;Acima de 365 dias;Não;NÃO;INDEFINIDO;*
883772;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1458402&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;20/12/2019;28/07/2025; 300.300,00 ; 118.896,00 ; 181.104,00 ; 300,00 ; 360.775,00 ; 30.990,01 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;26/09/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 96,23%   |  Convenente: 92,44%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000174441201996;-;;;27/08/2021;313; ;2019;300,00;Negativo;-;-;NÃO;INDEFINIDO;46239
886384;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1498440&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;16/12/2019;29/07/2021; 399.852,00 ; 399.852,00 ; 399.852,00 ; -   ; 1.050.423,45 ; -   ; 54.707,22 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;11/11/2023;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 95,73%   |  Convenente: 99,75%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;465712019;-;;;Sem Vínculo;-; ;2019;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
886444;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1498573&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;16/12/2019;30/07/2021; 408.137,00 ; 400.000,00 ; 384.919,00 ; 8.137,00 ; 912.520,72 ; 137.270,72 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;16/02/2023;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 91,31%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;483332019;-;;;31/12/2025;-; ;2019;5.355,99;Negativo;-;-;NÃO;4ª Prioridade;*
887099;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1498538&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;20/12/2019;26/01/2024; 1.100.000,00 ; -   ; 1.053.039,86 ; -   ; 141.324,00 ; -   ; -   ;NÃO;ANALISADOS;REL.ANALISADOS-APROVADOS;68,1818181818182%;PENDENTE;Indefinida;ANALISAR: FINANC, ENV AREA TEC e ELAB P. EQ.;01/08/2026;17/05/2024;0;CONVÊNIO CONCLUÍDO;PENDENTE;33,33%;PENDENTE;NÃO INCLUÍDOS;FNS: 93,65%   |  Convenente: 98,22%;RECOLHIDO;CANCELADO;Fiscal Não Identificado;25000187159201979;-;;;Sem Vínculo;-; ;2019;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
887984;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1504707&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;03609595000175;FUNDO ESTADUAL DE SAUDE DO ESTADO DA PARAIBA - FESEP;CONTRATO DE REPASSE;SIM;AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;20/12/2019;28/07/2025; 999.396,00 ; 999.396,00 ; 999.396,00 ; -   ; 469.000,00 ; -   ; 1.914,79 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;26/09/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 86,73%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000187179201940;0,706784;;;Sem Vínculo;-; ;2019;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
888122;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1505222&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas enviada para Análise;Organização da Sociedade Civil;20/12/2019;28/07/2024; 150.900,00 ; 150.000,00 ; 140.481,00 ; 900,00 ; 247.984,31 ; -   ; 249,58 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;26/09/2024;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 74,38%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000187173201972;0,691509;;;15/08/2023;678; ;2019;3.406,62;Negativo;-;-;NÃO;4ª Prioridade;46239
888126;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1505235&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;20/12/2019;28/07/2025; 540.775,00 ; -   ; 433.637,00 ; 40.775,00 ; 191.330,00 ; -   ; 3.152,70 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;26/09/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 95,00%   |  Convenente: 91,45%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000187185201905;-;;;11/01/2021;-; ;2019;35.363,00;Negativo;-;-;NÃO;INDEFINIDO;*
888131;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1505229&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;20/12/2019;08/08/2024; 333.422,00 ; 223.126,00 ; 223.126,00 ; 33.422,00 ; 502.447,00 ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;09/04/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 99,92%   |  Convenente: 99,72%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JOSIELY;25000187149201933;-;;;28/12/2023;-; ;2019;24.858,31;Negativo;-;-;NÃO;INDEFINIDO;*
888137;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1505236&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;20/12/2019;09/08/2022; 201.400,00 ; 200.000,00 ; 190.000,00 ; 1.400,00 ; 128.135,20 ; 13.176,55 ; 263,10 ;NÃO;ANALISADOS;RELATÓRIOS ANALISADOS;62,962962962963%;PENDENTE;Indefinida;COBRAR PRESTAÇÃO DE CONTAS;27/09/2024;;0;Execução Total;PENDENTE;33,33%;PENDENTE;NÃO INCLUÍDOS;FNS: 75,42%   |  Convenente: 69,10%;RECOLHIDO;CANCELADO;BARTOLOMEU;25000187166201971;-;;;31/12/2025;677; ;2019;19.207,47;Negativo;-;-;NÃO;INDEFINIDO;46239
888145;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1505219&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas enviada para Análise;Organização da Sociedade Civil;19/12/2019;09/12/2021; 503.056,00 ; 500.000,00 ; 499.615,00 ; 3.056,00 ; 96.779,92 ; -   ; 3.001,61 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;07/02/2022;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 96,18%   |  Convenente: 66,67%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000187153201900;-;;;31/12/2025;1640; ;2019;4.266,84;Negativo;-;-;NÃO;INDEFINIDO;46239
888149;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1505225&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas enviada para Análise;Organização da Sociedade Civil;19/12/2019;23/05/2021; 200.250,00 ; 200.000,00 ; 150.846,00 ; 250,00 ; 74.471,00 ; -   ; 118,48 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;22/07/2021;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 74,40%   |  Convenente: 99,81%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000187193201943;-;;;31/12/2025;1840; ;2019;34.575,03;Negativo;-;-;NÃO;4ª Prioridade;46239
888152;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1505221&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;26/12/2019;31/12/2026; 100.500,00 ; 100.000,00 ; 96.184,00 ; 500,00 ; 4.611,84 ; -   ; 6.523,70 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 30,76%   |  Convenente: 11,08%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000187189201985;0,766141;;;15/08/2023;-208; ;2019;48.986,14;Acima de 365 dias;Acima de 365 dias;Sim;NÃO;INDEFINIDO;46239
888496;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1505238&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Administração Pública Estadual ou do Distrito Federal;26/12/2019;30/06/2026; 100.100,00 ; -   ; 74.397,00 ; 100,00 ; 184.693,70 ; -   ; 365,34 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;29/08/2026;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 61,56%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000195077201906;0,727177;;;08/10/2024;-24; ;2019;212,29;Negativo;-;-;NÃO;4ª Prioridade;46239
888501;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1505237&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;26/12/2019;04/01/2025; 100.800,00 ; -   ; 30.762,00 ; 800,00 ; 85.053,00 ; -   ; 290,02 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;05/03/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 85,05%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000195080201911;0,796115;;;26/08/2021;-; ;2019;10.859,62;Negativo;-;-;NÃO;INDEFINIDO;*
889853;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1509522&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08667206000181;INSTITUTO SAO JOSE;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;30/12/2019;29/07/2021; 300.000,00 ; 184.693,70 ; 184.693,70 ; -   ; -   ; 721.021,95 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;25/11/2023;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;50518;-;;;31/12/2025;-; ;2019;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
